lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4LA05221&tabIndex=1,H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",H,LA,5,REP,INCUMBENT,ARCHIBALD,LA,712180271,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA24295&tabIndex=1,H6CA24295,"ACHADJIAN, KHATCHIK",H,CA,24,REP,OPEN,ARROYO GRANDE,CA,93420,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60020708&tabIndex=1,P60020708,"ACOSTA, MARIO",P,US,0,AIP,,BRONX,NY,10453,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC12100&tabIndex=1,H4NC12100,"ADAMS, ALMA SHEALEY",H,NC,12,DEM,INCUMBENT,GREENSBORO,NC,27406,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS01156&tabIndex=1,H6MS01156,"ADAMS, BOYCE",H,MS,1,REP,OPEN,COLUMBUS,MS,39701,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL26017&tabIndex=1,H6FL26017,"ADAMS, DAVID ANDREW",H,FL,27,REP,CHALLENGER,MIAMI,FL,33176,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA03235&tabIndex=1,H6IA03235,"ADAMS, DESMUND DOUGLAS",H,IA,3,DEM,CHALLENGER,DES MOINES,IA,50304,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11175&tabIndex=1,H6FL11175,"ADAMS, EDDIE JR",H,FL,14,REP,CHALLENGER,TAMPA,FL,33610,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009008&tabIndex=1,P60009008,"ADAMS, JACK LYNN",P,US,0,REP,OPEN,TYLER,TX,75701,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH15099&tabIndex=1,H0OH15099,"ADAMS, JOHN",H,OH,3,REP,CHALLENGER,GALLOWAY,OH,43119,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019304&tabIndex=1,P60019304,"ADAMS, PAUL R",P,US,0,IND,OPEN,GLASTONBURY,CT,6033,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019965&tabIndex=1,P60019965,"ADAMS, PHILIP MONROE III",P,US,0,UNK,OPEN,COLUMBUS,GA,31904,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL24049&tabIndex=1,H0FL24049,"ADAMS, SANDY",H,FL,6,REP,OPEN,NEW SMYRNA BEACH,FL,32170,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA38113&tabIndex=1,H6CA38113,"ADAMS, SCOTT MICHAEL MR.",H,CA,38,IND,,LAKEWOOD,CA,90712,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014453&tabIndex=1,P60014453,"ADAMS, THOMAS ALAN MR",P,US,0,IND,OPEN,INDUSTRY,PA,15052,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS01214&tabIndex=1,H6MS01214,"ADCOCK, SAM",H,MS,1,REP,OPEN,COLUMBUS,MS,39703,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013992&tabIndex=1,P60013992,"ADDVENSKY, MICHAEL EDWARD",P,US,0,REP,OPEN,ITHACA,NY,14850,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AL04098&tabIndex=1,H6AL04098,"ADERHOLT, ROBERT BROWN",H,AL,4,REP,INCUMBENT,HALEYVILLE,AL,35565,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60004793&tabIndex=1,P60004793,"ADESHINA, YINKA ABOSEDE",P,US,0,REP,OPEN,TALLAHASSEE,FL,32308,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY11208&tabIndex=1,H6NY11208,"ADLER, AMBER LASHELLE",H,NY,11,DEM,OPEN,BROOKLYN,NY,11229,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00634&tabIndex=1,S6CA00634,"AGBEDE, AKINYEMI",S,CA,0,DEM,OPEN,LOS ANGELES,CA,90038,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ09036&tabIndex=1,H6AZ09036,"AGRA, JOHN",H,AZ,9,REP,CHALLENGER,PHOENIX,AZ,85016,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008182&tabIndex=1,P60008182,"AGUILAR, DANNY GOOGLE",P,US,0,W,OPEN,LAS VEGAS,NV,89119,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA31125&tabIndex=1,H2CA31125,"AGUILAR, PETE",H,CA,31,DEM,INCUMBENT,SAN BERNARDINO,CA,92423,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018728&tabIndex=1,P60018728,"AISHI, AYANO",P,US,0,W,OPEN,BURAZA,IA,29260,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010683&tabIndex=1,P60010683,"AKA THE PROPHET AKA EARL, TRIPPYCUP AK",P,US,0,FED,OPEN,TWO RIVERS,WI,54241,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015666&tabIndex=1,P60015666,"AKAINU, SAKAZUKI F ADMIRAL",P,US,0,CRV,OPEN,MARINEFORD,DC,13370,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019411&tabIndex=1,P60019411,"AL? N?R?, M?RZ? &#7716;USAYN PROPHET",P,US,0,CNC,OPEN,TAFUNA',AS,96799,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MO00388&tabIndex=1,S6MO00388,"ALAM, RABBI MD",S,MO,0,,CHALLENGER,KANSAS CITY,MO,641389998,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA29229&tabIndex=1,H6CA29229,"ALARCON, RICHARD ANTHONY MR.",H,CA,29,DEM,CHALLENGER,MISSION HILLS,CA,91345,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6UT02390&tabIndex=1,H6UT02390,"ALBARRAN, CHARLENE MCARTHUR",H,UT,2,DEM,CHALLENGER,PARK CITY,UT,84068,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH12127&tabIndex=1,H6OH12127,"ALBERTSON, ED",H,OH,12,DEM,CHALLENGER,HEATH,OH,43056,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00618&tabIndex=1,S6CA00618,"ALBERTSON, STEWART",S,CA,0,DEM,OPEN,REDWOOD CITY,CA,94065,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005543&tabIndex=1,P60005543,"ALDRIDGE, ROBERT FRANK",P,US,0,IND,OPEN,NEWPORT,TN,378212857,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60020260&tabIndex=1,P60020260,"ALKHAIBARI, JAMAL ASKER",P,US,0,NNE,OPEN,AURORA,CO,80013,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OR05168&tabIndex=1,H6OR05168,"ALLAN, SETH",H,OR,5,REP,CHALLENGER,CANBY,OR,97013,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016433&tabIndex=1,P60016433,"ALLEN, ALICE",P,US,0,DEM,OPEN,ST. LOUIS,MO,63136,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014263&tabIndex=1,P60014263,"ALLEN, BENJAMIN",P,US,0,IND,OPEN,CAPE CORAL,FL,33990,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017126&tabIndex=1,P60017126,"ALLEN, BRIAN CLIFFORD MR.",P,US,0,REP,OPEN,YUCAIPA,CA,92399,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008711&tabIndex=1,P60008711,"ALLEN, DARRYL GLENN MR",P,US,0,IND,OPEN,RICHLAND,WA,99352,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P40003600&tabIndex=1,P40003600,"ALLEN, JAMES PRESSLEY",P,US,0,OTH,OPEN,MCDANIELS,KY,40152,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI01104&tabIndex=1,H0MI01104,"ALLEN, JASON EDWARD",H,MI,1,REP,OPEN,TRAVERSE CITY,MI,49686,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017837&tabIndex=1,P60017837,"ALLEN, JEREMIAH EDWARD",P,US,0,JCN,OPEN,TULSA,OK,74136,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013646&tabIndex=1,P60013646,"ALLEN, NICHOLAS ADAMS",P,US,0,OTH,OPEN,SKANEATELES,NY,13152,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA12121&tabIndex=1,H2GA12121,"ALLEN, RICHARD W",H,GA,12,REP,INCUMBENT,AUGUSTA,GA,30904,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005121&tabIndex=1,P60005121,"ALLEN-REESE, POGO MOCHELLO",P,US,0,REP,OPEN,SUGAR LAND,TX,77487,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MA09052&tabIndex=1,H4MA09052,"ALLIEGRO, MARK C",H,MA,9,REP,CHALLENGER,EAST FALMOUTH,MA,2536,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA52155&tabIndex=1,H6CA52155,"ALLVORD, TERRY",H,CA,52,REP,CHALLENGER,LA JOLLA,CA,92037,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NV02136&tabIndex=1,H4NV02136,"ALM, VANCE STEVEN",H,NV,2,DEM,CHALLENGER,RENO,NV,89511,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009636&tabIndex=1,P60009636,"ALSUP, WILLIAM",P,US,0,IND,OPEN,BELLEVUE,KY,41073,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007432&tabIndex=1,P60007432,"ALTIMARI, JOSEPH",P,US,0,IND,OPEN,EXTON,PA,193412071,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60020815&tabIndex=1,P60020815,"ALVAREZ, KENNETH MR. JR.",P,US,0,REP,,CHICAGO,IL,60607,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA11337&tabIndex=1,H0CA11337,"AMADOR, ANTONIO C",H,CA,9,REP,,LODI,CA,95242,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI03126&tabIndex=1,H0MI03126,"AMASH, JUSTIN",H,MI,3,REP,INCUMBENT,GRAND RAPIDS,MI,49506,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4AS00036&tabIndex=1,H4AS00036,"AMATA, AUMUA",H,AS,0,REP,INCUMBENT,PAGO PAGO,AS,96799,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010279&tabIndex=1,P60010279,"AMEDE, AARON",P,US,0,DEM,OPEN,LAKE MARY,FL,32746,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NV02395&tabIndex=1,H2NV02395,"AMODEI, MARK EUGENE",H,NV,2,REP,INCUMBENT,CARSON CITY,,89703,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013984&tabIndex=1,P60013984,"AMOROSO, JACOB PATRICK MR.",P,US,0,GRE,OPEN,CLOVIS,CA,93611,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010543&tabIndex=1,P60010543,"ANCHONDO, HECTOR RUBEN",P,US,0,NPA,OPEN,OMAHA,NE,68111,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA03121&tabIndex=1,H6GA03121,"ANDERS, SAMUEL",H,GA,3,REP,OPEN,NEWNAN,GA,30265,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MD08515&tabIndex=1,H6MD08515,"ANDERSON, DAVID M",H,MD,8,DEM,OPEN,POTOMAC,MD,20854,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011632&tabIndex=1,P60011632,"ANDERSON, JOHN LESTER MR",P,US,0,POP,OPEN,TRAVERSE CITY,MI,49685,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60006053&tabIndex=1,P60006053,"ANDERSON, JOSEPH EDWARD DR. JR.",P,US,0,REP,OPEN,ARROYO GRANDE,CA,93420,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6WI00152&tabIndex=1,S6WI00152,"ANDERSON, PHILLIP NORMAN",S,WI,0,LIB,CHALLENGER,FITCHBURG,WI,53711,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL23048&tabIndex=1,H6FL23048,"ANDERSON, STEPHANIE MS.",H,FL,23,NPA,CHALLENGER,HOLLYWOOD,FL,33081,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA22166&tabIndex=1,H6CA22166,"ANDRES, TERESITA AYA",H,CA,22,UNK,CHALLENGER,VISALIA,CA,932923307,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005592&tabIndex=1,P60005592,"ANDREWS, CHARLES PERRY III",P,US,0,REP,OPEN,OLATHE,KS,66062,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6LA03130&tabIndex=1,H6LA03130,"ANGELLE, SCOTT MR.",H,LA,3,REP,CHALLENGER,BREAUX BRIDGE,LA,70517,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NV00138&tabIndex=1,S0NV00138,"ANGLE, SHARRON E",S,NV,0,REP,,RENO,NV,89523,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60020112&tabIndex=1,P60020112,"ANGRA, KRISH",P,US,0,IND,OPEN,MARIETTA,GA,30062,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012911&tabIndex=1,P60012911,"ANNA, SANTA MR. THE III",P,US,0,REP,OPEN,SUNRISE,FL,33322,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011210&tabIndex=1,P60011210,"ANNATAR, SAURON TAR",P,US,0,IND,OPEN,MORDOR,MI,48301,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX13126&tabIndex=1,H6TX13126,"ANSEL, JEFFREY",H,TX,13,IND,CHALLENGER,AMARILLO,TX,79119,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL06142&tabIndex=1,H6FL06142,"ANTHONY, MALCOLM",H,FL,6,REP,OPEN,PONTE VEDRA,FL,32081,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018736&tabIndex=1,P60018736,"ANTICHRIST, THE",P,US,0,COM,OPEN,ARCADIA,FL,34266,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007325&tabIndex=1,P60007325,"ANTLEY, RAY MILLS JR MD",P,US,0,REP,OPEN,MORGANTON,NC,28655,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008869&tabIndex=1,P60008869,"ANZOLI, ARMANDO",P,US,0,REP,OPEN,WESTERLY,RI,2981,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA09106&tabIndex=1,H6CA09106,"APPLEBY, ALEXANDER E",H,CA,9,LIB,CHALLENGER,STOCKTON,CA,95209,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA49102&tabIndex=1,H6CA49102,"APPLEGATE, DOUGLAS LOREN",H,CA,49,DEM,CHALLENGER,VISTA,CA,92081,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005659&tabIndex=1,P60005659,"ARAYLE, NICOLE LYNN",P,US,0,IND,OPEN,BOUNTIFUL,UT,84010,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009479&tabIndex=1,P60009479,"ARCAYA, RENNY",P,US,0,LRU,OPEN,ROUND ROCK,TX,78681,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016565&tabIndex=1,P60016565,"AREF, FAHIM FAHIM JR",P,US,0,IND,OPEN,BRIDGEVIEW,IL,60455,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60020898&tabIndex=1,P60020898,"ARENA, ROBERT JOSEPH MR. JR.",P,US,0,DEM,,BROOKLYN,NY,11234,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015427&tabIndex=1,P60015427,"AREVALO, NORMAN",P,US,0,AIP,OPEN,ASTORIA,NY,11106,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019528&tabIndex=1,P60019528,"ARLINE, FREDERIC LEE",P,US,0,IND,OPEN,INGLEWOOD,CA,90301,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA04152&tabIndex=1,H6GA04152,"ARMEDARIZ, VICTOR",H,GA,4,DEM,,DECATUR,GA,30034,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4SC00232&tabIndex=1,S4SC00232,"ARMSTRONG, BRANDON CHRISTINA",S,SC,0,REP,CHALLENGER,MT PLEASANT,SC,29464,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005402&tabIndex=1,P60005402,"ARMSTRONG, BRANDON CHRISTINA",P,US,0,DEM,OPEN,MT PLEASANT,SC,29464,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ08178&tabIndex=1,H6AZ08178,"ARMSTRONG-STONER, DEREK JAMES",H,AZ,8,DEM,CHALLENGER,GLENDALE,AZ,85304,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NE02141&tabIndex=1,H6NE02141,"ARNESON, DIRK EDWARD",H,NE,2,REP,CHALLENGER,OMAHA,NE,68108,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MD05144&tabIndex=1,H4MD05144,"ARNESS, MARK KENNETH",H,MD,5,REP,CHALLENGER,PORT REPUBLIC,MD,20676,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019155&tabIndex=1,P60019155,"ARNOLD-GALATI, AIDAN DONAVON",P,US,0,NNE,OPEN,HAYWARD,CA,94544,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX19099&tabIndex=1,H6TX19099,"ARRINGTON, JODEY COOK",H,TX,19,REP,OPEN,LUBBOCK,TX,79416,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA53047&tabIndex=1,H6CA53047,"ASH, JAMES",H,CA,53,REP,CHALLENGER,LA MESA,CA,91941,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX05052&tabIndex=1,H8TX05052,"ASHBY, KEN",H,TX,5,LIB,CHALLENGER,DALLAS,TX,75218,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00003715&tabIndex=1,P00003715,"ASHE, WARREN RODERICK ",P,US,0,DEM,OPEN,NEWPORT NEWS,VA,23607,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008240&tabIndex=1,P60008240,"ASHER, PAUL",P,US,0,IND,OPEN,BOCA RATON,FL,33434,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NE02054&tabIndex=1,H4NE02054,"ASHFORD, BRAD",H,NE,2,DEM,INCUMBENT,OMAHA,NE,68124,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NH01225&tabIndex=1,H0NH01225,"ASHOOH, RICHARD E",H,NH,1,REP,,BEDFORD,NH,3110,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH08117&tabIndex=1,H6OH08117,"ASHWORTH, MATTHEW",H,OH,8,REP,CHALLENGER,LIBERTY TOWNSHIP,OH,45011,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008703&tabIndex=1,P60008703,"ASKIN, RAY WILLIAM MR",P,US,0,REP,OPEN,HILLIARD,OH,43026,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011665&tabIndex=1,P60011665,"ASS, DAT",P,US,0,IND,OPEN,SYOSSET,NY,11791,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014818&tabIndex=1,P60014818,"ASS, MMMM DAT MR.",P,US,0,IND,OPEN,BECKER,MN,55308,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY29098&tabIndex=1,H4NY29098,"ASSINI, MARK W",H,NY,25,REP,CHALLENGER,ROCHESTER,NY,14624,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY25166&tabIndex=1,H6NY25166,"ASSINI, MARK W",H,NY,25,REP,CHALLENGER,ROCHESTER,NY,14624,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007234&tabIndex=1,P60007234,"ASTOR, HOWELL ALEXANDER",P,US,0,DEM,OPEN,THOMASVILLE,NC,27360,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL09080&tabIndex=1,H0IL09080,"ATANUS, SUSANNE",H,IL,9,REP,CHALLENGER,NILES,IL,60714,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CO07106&tabIndex=1,H6CO07106,"ATHANASOPOULOS, GEORGE MR.",H,CO,7,REP,CHALLENGER,WHEAT RIDGE,CO,80033,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TN08201&tabIndex=1,H6TN08201,"ATKINS, KENNETH STEPHEN",H,TN,8,REP,OPEN,MASON,TN,38049,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA52114&tabIndex=1,H6CA52114,"ATKINSON, JACQUIE",H,CA,52,REP,CHALLENGER,SAN DIEGO,CA,92198,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019122&tabIndex=1,P60019122,"ATKINSON, WILLIAM FLOYD MR.",P,US,0,SUS,OPEN,CENTREVILLE,VA,20120,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60020906&tabIndex=1,P60020906,"AUBIN, MARK-CHRISTIAN ANTHONY MR",P,US,0,REP,,BROOKYLN,NY,11223,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018926&tabIndex=1,P60018926,"AUSTIN, DOROTHY JAMES",P,US,0,DEM,OPEN,SONNYVALE,CA,94087,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019320&tabIndex=1,P60019320,"AVERSA, RICHARD MR.",P,US,0,DEM,OPEN,FELTON,DE,19943,2016
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011046&tabIndex=1,P60011046,"AVILA, ISABEL GABRIELLA",P,US,0,DEM,OPEN,DAVIS,CA,95616,2016
