lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11175&tabIndex=1,H6FL11175,"ADAMS, EDDIE JR",H,FL,14,REP,CHALLENGER,TAMPA,,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH15099&tabIndex=1,H0OH15099,"ADAMS, JOHN",H,OH,3,REP,CHALLENGER,COLUMBUS,OH,43220,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ06148&tabIndex=1,H2AZ06148,"ADAMS, KIRK DAVID",H,AZ,5,REP,OPEN,MESA,AZ,85213,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL24049&tabIndex=1,H0FL24049,"ADAMS, SANDY",H,FL,7,REP,INCUMBENT,ORLANDO,FL,32802,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA06275&tabIndex=1,H2CA06275,"ADAMS, SUSAN L",H,CA,2,DEM,OPEN,SAN RAFAEL,CA,949030052,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TX00320&tabIndex=1,S2TX00320,"ADDISON, MARSHALL GLENN",S,TX,0,REP,OPEN,MAGNOLIA,TX,77354,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MA05120&tabIndex=1,H2MA05120,"ADDIVINOLA, FRANK JOHN JR",H,MA,5,REP,CHALLENGER,BOSTON,MA,2114,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CO04148&tabIndex=1,H0CO04148,"ADEN, DOUG",H,CO,4,OTH,CHALLENGER,FORT LUPTON,CO,80621,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AR03234&tabIndex=1,H2AR03234,"ADEN, KENNETH WADE",H,AR,3,DEM,CHALLENGER,RUSSELLVILLE,AR,72801,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AL04098&tabIndex=1,H6AL04098,"ADERHOLT, ROBERT BROWN",H,AL,4,REP,INCUMBENT,HALEYVILLE,AL,35565,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60004793&tabIndex=1,P60004793,"ADESHINA, YINKA ABOSEDE",P,US,0,REP,CHALLENGER,,,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2KY04139&tabIndex=1,H2KY04139,"ADKINS, WILLIAM R. BILL""""",H,KY,4,DEM,OPEN,WILLIAMSTOWN,KY,41097,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA36348&tabIndex=1,H2CA36348,"ADLER, DANIEL H",H,CA,36,DEM,OPEN,MARINA DEL REY,CA,90292,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ03183&tabIndex=1,H2NJ03183,"ADLER, SHELLEY",H,NJ,3,DEM,CHALLENGER,MOORESTOWN,NJ,8057,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH06086&tabIndex=1,H2OH06086,"ADULEWICZ, CAS",H,OH,6,DEM,CHALLENGER,STEUBENVILLE,OH,43952,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MD06229&tabIndex=1,H2MD06229,"AFZALI, KATHY",H,MD,6,REP,CHALLENGER,BRADDOCK HEIGHTS,MD,21714,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH13199&tabIndex=1,H2OH13199,"AGANA, MARISHA GUZMAN",H,OH,13,REP,CHALLENGER,WARREN,OH,44484,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2FL00235&tabIndex=1,S2FL00235,"AGBEDE, AKINYEMI",S,FL,0,REP,CHALLENGER,WINTER PARK,FL,32789,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TX00460&tabIndex=1,S2TX00460,"AGRIS, JOE",S,TX,0,REP,OPEN,BELLAIRE,TX,77401,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL17097&tabIndex=1,H2IL17097,"AGUILAR, GREGORIO MIGUEL",H,IL,17,DEM,CHALLENGER,E MOLINE,IL,61244,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA31125&tabIndex=1,H2CA31125,"AGUILAR, PETE",H,CA,31,DEM,CHALLENGER,LOS ANGELES,CA,90017,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ03137&tabIndex=1,H2AZ03137,"AGUIRRE, AMANDA",H,AZ,3,DEM,CHALLENGER,YUMA,AZ,85364,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MD00088&tabIndex=1,S8MD00088,"AHMAD, IMAD ALDEAN",S,MD,0,LIB,CHALLENGER,BETHESDA,MD,20814,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OR01141&tabIndex=1,H2OR01141,"AHMED, SABA",H,OR,1,DEM,OPEN,PORTLAND,OR,97207,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IN10174&tabIndex=1,H6IN10174,"AJABU, MMOJA",H,IN,7,IND,CHALLENGER,INDIANAPOLIS,IN,46228,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA02134&tabIndex=1,H2CA02134,"AKHLAGHI, BANAFSHEH",H,CA,2,DEM,OPEN,SAN RAFAEL,CA,949013581,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MO00429&tabIndex=1,S2MO00429,"AKIN, W TODD",S,MO,0,REP,CHALLENGER,ST LOUIS,MO,63131,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TN07186&tabIndex=1,H2TN07186,"AKIN, WILLIAM RYAN",H,TN,7,IND,CHALLENGER,BON AQUA,TN,37025,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AS00063&tabIndex=1,H2AS00063,"AL-SHERI, FATUMALALA LEULUA'IALI'I A.",H,AS,0,NNE,CHALLENGER,PAGO PAGO,AS,96799,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX06152&tabIndex=1,H2TX06152,"ALAMEEL, DAVID DR.",H,TX,33,DEM,CHALLENGER,DALLAS,TX,75229,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA08198&tabIndex=1,H2CA08198,"ALBERTSEN, DENNIS L.",H,CA,8,REP,CHALLENGER,APPLE VALLEY,CA,92307,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ03129&tabIndex=1,H2AZ03129,"ALEGRIA, SAMUEL YOUNG JR",H,AZ,3,DEM,CHALLENGER,TUCSON,AZ,85714,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ09168&tabIndex=1,H0NJ09168,"ALESSANDRINI, PATRICIA",H,NJ,5,GRE,CHALLENGER,TEANECK,NJ,7666,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MD00453&tabIndex=1,S2MD00453,"ALEXANDER, BRYANT",S,MD,0,NNE,CHALLENGER,BALTIMORE,MD,21218,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NY19085&tabIndex=1,H2NY19085,"ALEXANDER, MATTHEW CLIFFORD",H,NY,18,DEM,CHALLENGER,WAPPINGERS FALLS,NY,12590,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2LA05084&tabIndex=1,H2LA05084,"ALEXANDER, RODNEY M. MR.",H,LA,5,REP,INCUMBENT,QUITMAN,LA,71268,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003968&tabIndex=1,P20003968,"ALEXANDER, STEWART ALEXIS",P,US,0,SUS,CHALLENGER,MURRIETA,CA,92563,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2CA00815&tabIndex=1,S2CA00815,"ALI, KABIRUDDIN KARIM",S,CA,0,PAF,CHALLENGER,ONTARIO,CA,91761,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TX00403&tabIndex=1,S2TX00403,"ALLEN, ADDIE DAINELL",S,TX,0,DEM,OPEN,BEAUMONT,TX,77707,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2WA07093&tabIndex=1,H2WA07093,"ALLEN, CHARLES",H,WA,7,DEM,CHALLENGER,SEATTLE,WA,98146,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OK01113&tabIndex=1,H0OK01113,"ALLEN, CRAIG",H,OK,1,IND,CHALLENGER,TULSA,OK,74119,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8VA00214&tabIndex=1,S8VA00214,"ALLEN, GEORGE",S,VA,0,REP,OPEN,RICHMOND,VA,23241,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NC04093&tabIndex=1,H2NC04093,"ALLEN, JAMES ROBERT",H,NC,4,REP,CHALLENGER,BURLINGTON,NC,27215,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ01321&tabIndex=1,H2AZ01321,"ALLEN, KIM LEE",H,AZ,1,LIB,CHALLENGER,ARIZONA CITY,AZ,85123,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA12121&tabIndex=1,H2GA12121,"ALLEN, RICHARD W",H,GA,12,REP,CHALLENGER,AUGUSTA,GA,30904,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA02241&tabIndex=1,H0GA02241,"ALLEN, RICK",H,GA,2,REP,CHALLENGER,UPATOI,GA,31829,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MS03110&tabIndex=1,H2MS03110,"ALLEN, ROBERT J",H,MS,3,REP,CHALLENGER,STURGIS,MS,39769,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2PR00065&tabIndex=1,H2PR00065,"ALOMAR, RAFAEL COX",H,PR,0,DEM,CHALLENGER,GUAYNABO,PR,966,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA04110&tabIndex=1,H6PA04110,"ALTMIRE, JASON",H,PA,12,DEM,INCUMBENT,FREEDOM,,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY01129&tabIndex=1,H0NY01129,"ALTSCHULER, RANDOLPH MR.",H,NY,1,REP,CHALLENGER,STONY BROOK,NY,11790,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX35045&tabIndex=1,H2TX35045,"ALVARADO, MARIA LUISA",H,TX,35,DEM,OPEN,SAN ANTONIO,TX,78223,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX35086&tabIndex=1,H2TX35086,"ALVARADO, SIMON",H,TX,35,UNK,CHALLENGER,GIDDINGS,TX,78942,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MD08432&tabIndex=1,H6MD08432,"ALZONA, GUS",H,MD,8,REP,CHALLENGER,BETHESDA,MD,20814,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI03126&tabIndex=1,H0MI03126,"AMASH, JUSTIN",H,MI,3,REP,INCUMBENT,GRAND RAPIDS,MI,49506,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003182&tabIndex=1,P20003182,"AMMANN, AARON LEON",P,US,0,UNK,CHALLENGER,SPOKANE,WA,992129472,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NV02395&tabIndex=1,H2NV02395,"AMODEI, MARK EUGENE",H,NV,2,REP,INCUMBENT,CARSON CITY,NV,89703,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TN07178&tabIndex=1,H2TN07178,"AMOUZOUVIK, CREDO COMLAN",H,TN,7,DEM,CHALLENGER,CLARKSVILLE,TN,37042,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8HI01176&tabIndex=1,H8HI01176,"AMSTERDAM, C KAUI JOCHANAN",H,HI,1,REP,CHALLENGER,HONOLULU,HI,96822,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2WA02169&tabIndex=1,H2WA02169,"ANDERS, GREG",H,WA,1,REP,OPEN,BELLINGHAM,WA,98226,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CO05059&tabIndex=1,H2CO05059,"ANDERSON, DAVID C",H,CO,5,NNE,CHALLENGER,COLORADO SPRINGS,CO,80907,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL14078&tabIndex=1,H2IL14078,"ANDERSON, DENNIS",H,IL,14,DEM,CHALLENGER,GURNEE,IL,60031,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NV04052&tabIndex=1,H2NV04052,"ANDERSON, DIANA",H,NV,4,REP,OPEN,LAS VEGAS,NV,89106,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NC03087&tabIndex=1,H2NC03087,"ANDERSON, ERIK STEVEN",H,NC,3,DEM,CHALLENGER,WINTERVILLE,NC,28590,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TN00306&tabIndex=1,S2TN00306,"ANDERSON, FRED R.",S,TN,0,REP,CHALLENGER,MARTVILLE,TN,37804,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI13121&tabIndex=1,H2MI13121,"ANDERSON, GLENN STANFORD",H,MI,13,DEM,CHALLENGER,WESTLAND,MI,48185,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ06189&tabIndex=1,H2AZ06189,"ANDERSON, JACK",H,AZ,6,LIB,OPEN,PHOENIX,AZ,85051,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AL05086&tabIndex=1,H2AL05086,"ANDERSON, JASON EDWARD",H,AL,5,REP,CHALLENGER,HAZEL GREEN,AL,35750,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN05124&tabIndex=1,H2IN05124,"ANDERSON, JASON PATRICK",H,IN,5,REP,OPEN,NOBLESVILLE,IN,46060,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MN08103&tabIndex=1,H2MN08103,"ANDERSON, JEFF",H,MN,8,DEM,CHALLENGER,DULUTH,MN,558121614,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH07104&tabIndex=1,H0OH07104,"ANDERSON, JOHN DAVID",H,OH,10,REP,OPEN,ENON,OH,45323,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA12105&tabIndex=1,H2GA12105,"ANDERSON, LEE I",H,GA,12,REP,CHALLENGER,GROVETOWN,GA,308130813,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NE02090&tabIndex=1,H2NE02090,"ANDERSON, PAUL",H,NE,2,REP,CHALLENGER,OMAHA,NE,68132,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20004263&tabIndex=1,P20004263,"ANDERSON, ROSS C (ROCKY)",P,US,0,OTH,CHALLENGER,SALT LAKE CITY,UT,84101,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2NE00086&tabIndex=1,S2NE00086,"ANDERSON, RUSSELL PAUL",S,NE,0,IND,OPEN,OMAHA,NE,68134,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT02381&tabIndex=1,H2UT02381,"ANDRADE, JOSEPH",H,UT,2,IND,CHALLENGER,SALT LAKE CITY,UT,84106,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN02220&tabIndex=1,H2IN02220,"ANDREWS, GREGORY A MD",H,IN,2,REP,OPEN,SOUTH BEND,IN,46624,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX07028&tabIndex=1,H2TX07028,"ANDREWS, PHILLIP",H,TX,7,DEM,CHALLENGER,HOUSTON,TX,77074,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ01066&tabIndex=1,H0NJ01066,"ANDREWS, ROBERT E. MR.",H,NJ,1,DEM,INCUMBENT,HADDON HEIGHTS,NJ,8035,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NV02172&tabIndex=1,H6NV02172,"ANGLE, SHARRON E",H,NV,2,REP,CHALLENGER,RENO,NV,89533,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ08129&tabIndex=1,H6AZ08129,"ANTENORI, FRANK RONALD",H,AZ,2,REP,CHALLENGER,TUCSON,AZ,85747,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002374&tabIndex=1,P20002374,"ARAGON, DAVID G",P,US,0,REP,CHALLENGER,BELEN,NM,87002,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IA02053&tabIndex=1,H2IA02053,"ARCHER, JOHN HENRY",H,IA,2,REP,CHALLENGER,BETTENDORF,IA,52722,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2WA06152&tabIndex=1,H2WA06152,"ARENTZ, ERIC G. JR.",H,WA,7,OTH,CHALLENGER,TACOMA,WA,98422,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2FL02082&tabIndex=1,H2FL02082,"ARGENZIANO, NANCY",H,FL,2,IND,CHALLENGER,TALLAHASSEE,FL,32311,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TN07160&tabIndex=1,H2TN07160,"ARNOLD, JACK TODD",H,TN,7,IND,CHALLENGER,KINGSTON SPRINGS,TN,37082,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2FL16082&tabIndex=1,H2FL16082,"ARNOLD, JOE",H,FL,17,REP,CHALLENGER,OKEECHOBEE,FL,34974,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WA08080&tabIndex=1,H8WA08080,"ARNOLD, KEITH",H,WA,8,DEM,CHALLENGER,AUBURN,WA,98071,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NM01128&tabIndex=1,H2NM01128,"ARNOLD-JONES, JANICE E",H,NM,1,REP,OPEN,ALBQUERQUE,NM,87154,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ03111&tabIndex=1,H2AZ03111,"ARREGUIN, JUAN MANUEL",H,AZ,3,DEM,CHALLENGER,TUCSON,AZ,85718,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA03054&tabIndex=1,H4CA03054,"ARROWSMITH, NATHAN L.",H,CA,1,DEM,CHALLENGER,RED BLUFF,CA,96080,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20004388&tabIndex=1,P20004388,"ARTZ, WILLIAM LAUGHLIN",P,US,0,IND,CHALLENGER,BROOKLYN,NY,11211,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ11111&tabIndex=1,H2NJ11111,"ARVANITES, JOHN",H,NJ,11,DEM,CHALLENGER,CALDWELL,NJ,7006,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MN00233&tabIndex=1,S2MN00233,"ARWOOD, JOE EDWARD III",S,MN,0,REP,OPEN,ST BONIFACIUS,MN,55375,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2UT00203&tabIndex=1,S2UT00203,"ASH, DALE TIMOTHY",S,UT,0,REP,CHALLENGER,SANDY,UT,84092,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX05052&tabIndex=1,H8TX05052,"ASHBY, KEN",H,TX,5,LIB,CHALLENGER,DALLAS,TX,75218,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6UT00139&tabIndex=1,S6UT00139,"ASHDOWN, PETER LYNN",S,UT,0,DEM,CHALLENGER,SALT LAKE CITY,UT,84102,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00003715&tabIndex=1,P00003715,"ASHE, WARREN RODERICK PRESIDENT",P,US,0,DEM,CHALLENGER,NEWPORT NEWS,VA,23607,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20004933&tabIndex=1,P20004933,"ASHLEY, HORACE 'GODZILLA'",P,US,0,OTH,CHALLENGER,OAKLAND,CA,94603,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02128&tabIndex=1,H2NJ02128,"ASSAD, MIKE",H,NJ,2,REP,CHALLENGER,ABSECON,NJ,8201,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2KY02109&tabIndex=1,H2KY02109,"ASTOR, CRAIG ROBERT",H,KY,2,LIB,CHALLENGER,HODGENVILLE,KY,42748,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL09080&tabIndex=1,H0IL09080,"ATANUS, SUSANNE",H,IL,9,REP,CHALLENGER,DES PLAINS,IL,60016,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL03105&tabIndex=1,H2IL03105,"ATKINSON, JOHN M",H,IL,3,DEM,CHALLENGER,BURR RIDGE,IL,60527,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CO01140&tabIndex=1,H2CO01140,"ATWOOD, FRANK",H,CO,1,LIB,CHALLENGER,LITTLETON,CO,80120,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2FL14145&tabIndex=1,H2FL14145,"AUBUCHON, GARY",H,FL,19,REP,OPEN,CAPE CORAL,FL,33990,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MD05445&tabIndex=1,H2MD05445,"AUERBACH, BOB S",H,MD,5,GRE,CHALLENGER,GREENBELT,MD,20770,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2DE00155&tabIndex=1,H2DE00155,"AUGUST, BERNARD",H,DE,0,GRE,CHALLENGER,NEWARK,DE,19711,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4AS00036&tabIndex=1,H4AS00036,AUMUA AMATA,H,AS,0,REP,CHALLENGER,PAGO PAGO,AS,96799,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OR01109&tabIndex=1,H2OR01109,"AVAKIAN, BRAD",H,OR,1,DEM,OPEN,PORTLAND,OR,97225,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IA02103&tabIndex=1,H2IA02103,"AVERSA, ALAN",H,IA,2,IND,CHALLENGER,TUCSON,AZ,85701,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ02295&tabIndex=1,H2AZ02295,"AVERSA, ALAN",H,AZ,2,IND,CHALLENGER,TUCSON,AZ,85701,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX34014&tabIndex=1,H2TX34014,"AYCOCK, ELMO M III",H,TX,34,DEM,CHALLENGER,BROWNSVILLE,TX,785236027,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20004479&tabIndex=1,P20004479,"AYERS, AVERY",P,US,0,IND,CHALLENGER,HOUSTON,TX,77092,2012
