lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4SC00232&tabIndex=1,S4SC00232,"ARMSTRONG, BRANDON CHRISTINA",S,SC,0,IND,CHALLENGER,ISLE OF PALMS,SC,29451,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MD05144&tabIndex=1,H4MD05144,"ARNESS, MARK KENNETH",H,MD,5,REP,CHALLENGER,PORT REPUBLIC,MD,206762054,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WA08080&tabIndex=1,H8WA08080,"ARNOLD, KEITH",H,WA,8,DEM,CHALLENGER,AUBURN,WA,98071,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MT01058&tabIndex=1,H4MT01058,"ARNTZEN, ELSIE",H,MT,0,REP,OPEN,BILLINGS,MT,591022516,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX04120&tabIndex=1,H4TX04120,"ARTERBURN, TONY EDWARD JR",H,TX,4,REP,CHALLENGER,ROCKWALL,TX,75087,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4GU00013&tabIndex=1,H4GU00013,"ARTERO, MATTHEW PASCUAL",H,GU,0,DEM,CHALLENGER,HAGATNA,GU,96932,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX05052&tabIndex=1,H8TX05052,"ASHBY, KEN",H,TX,5,LIB,CHALLENGER,DALLAS,TX,75218,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NE02054&tabIndex=1,H4NE02054,"ASHFORD, BRAD",H,NE,2,DEM,CHALLENGER,OMAHA,NE,68124,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4CO00361&tabIndex=1,S4CO00361,"ASPIRI, MARK HANDLEY",S,CO,0,REP,CHALLENGER,GLENWOOD SPRINGS,CO,81601,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02128&tabIndex=1,H2NJ02128,"ASSAD, MIKE",H,NJ,2,REP,CHALLENGER,ABSECON,NJ,8201,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY29098&tabIndex=1,H4NY29098,"ASSINI, MARK W",H,NY,25,REP,CHALLENGER,ROCHESTER,NY,14624,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA46103&tabIndex=1,H4CA46103,"ATALLA, EHAB",H,CA,46,DEM,CHALLENGER,ANAHEIM,CA,92804,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL09080&tabIndex=1,H0IL09080,"ATANUS, SUSANNE",H,IL,9,REP,CHALLENGER,NILES,IL,60714,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CO01140&tabIndex=1,H2CO01140,"ATWOOD, FRANK",H,CO,1,LIB,CHALLENGER,LITTLETON,CO,80120,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2DE00155&tabIndex=1,H2DE00155,"AUGUST, BERNARD",H,DE,0,GRE,CHALLENGER,NEWARK,DE,19711,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MA05159&tabIndex=1,H4MA05159,"AULENTI, JAMES V",H,MA,5,IND,OPEN,WELLESLEY,MA,24817510,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NE02112&tabIndex=1,H4NE02112,"AUPPENLE, MARK A",H,NE,2,DEM,CHALLENGER,WATERLOO,NE,68069,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NE02116&tabIndex=1,H2NE02116,"AUPPERLE, MARK",H,NE,2,DEM,CHALLENGER,WATERLOO,NE,68510,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4TX00441&tabIndex=1,S4TX00441,"AYERS, AVERY L",S,TX,0,IND,CHALLENGER,HOUSTON,TX,77092,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL07079&tabIndex=1,H4FL07079,"AZCONA, ALAN",H,FL,7,REP,CHALLENGER,DELTONA,FL,32725,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY09090&tabIndex=1,H4NY09090,"AZUMAH, JOEL",H,NY,9,NNE,CHALLENGER,BROOKLYN ,NY,11203,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2WV00070&tabIndex=1,S2WV00070,"BABER, BOB HENRY",S,WV,0,OTH,OPEN,GLENVILLE,WV,26351,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX02079&tabIndex=1,H6TX02079,"BABIN, BRIAN",H,TX,36,REP,OPEN,WOODVILLE,TX,75979,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA42099&tabIndex=1,H6CA42099,"BACA, JOE",H,CA,31,DEM,OPEN,RIALTO,CA,92377,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN09072&tabIndex=1,H4IN09072,"BAILEY, BILL",H,IN,9,DEM,CHALLENGER,SEYMOUR,IN,47472,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NV01187&tabIndex=1,H4NV01187,"BAKARI, KAMAU AKIL",H,NV,1,IAP,CHALLENGER,LAS VEGAS,NV,89142,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO01140&tabIndex=1,H0MO01140,"BAKER, MARTIN D",H,MO,1,REP,CHALLENGER,ST. LOUIS,MO,63101,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4PA07092&tabIndex=1,H4PA07092,"BALCHUNIS, MARY ELLEN",H,PA,7,DEM,CHALLENGER,HAVERTOWN,PA,19083,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OR05175&tabIndex=1,H2OR05175,"BALDWIN, RAYMOND",H,OR,5,CON,CHALLENGER,CANBY,OR,97013,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IL11203&tabIndex=1,H4IL11203,"BALKEMA, CHRIS",H,IL,11,REP,CHALLENGER,CHANNAHON,,,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4TN00351&tabIndex=1,S4TN00351,"BALL, GORDON",S,TN,0,DEM,CHALLENGER,KNOXVILLE,TN,37950,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX11095&tabIndex=1,H2TX11095,"BALLARD, SCOTT J",H,TX,31,LIB,CHALLENGER,TEMPLE,TX,765021006,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MD02174&tabIndex=1,H4MD02174,"BANACH, DAVID MICHAEL",H,MD,2,REP,CHALLENGER,ABERDEEN,MD,21001,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA46040&tabIndex=1,H2CA46040,"BANUELOS, ROBERT JOHN",H,CA,48,DEM,CHALLENGER,COSTA MESA,CA,926833032,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4NJ00318&tabIndex=1,S4NJ00318,"BARATELLI, JOSEPH",S,NJ,0,LIB,CHALLENGER,MERCERVILLE,NJ,8619,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ08094&tabIndex=1,H2AZ08094,"BARBER, RONALD",H,AZ,2,DEM,INCUMBENT,TUCSON,AZ,85732,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NY13062&tabIndex=1,H2NY13062,"BARDEL, HENRY J.",H,NY,11,GRE,CHALLENGER,STATEN ISLAND,NY,10312,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC07068&tabIndex=1,H4NC07068,"BARFIELD, JONATHAN JR",H,NC,7,DEM,OPEN,WILMINGTON,NC,28409,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN03117&tabIndex=1,H4IN03117,"BARINGER, MARK WILLIAM",H,IN,3,REP,CHALLENGER,FORT WAYNE,,,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA00096&tabIndex=1,H2CA00096,"BARKLEY, MICHAEL JAMES",H,CA,10,DEM,CHALLENGER,MONTECA,CA,95336,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2PA11098&tabIndex=1,H2PA11098,"BARLETTA, LOU",H,PA,11,REP,INCUMBENT,HAZLETON,PA,18201,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX13075&tabIndex=1,H2TX13075,"BARLOW, PAMELA LEE  DVM",H,TX,13,REP,CHALLENGER,BOWIE,TX,76230,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC02101&tabIndex=1,H4NC02101,"BARNES, HOUSTON",H,NC,2,DEM,CHALLENGER,DURHAM,NC,27703,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY18091&tabIndex=1,H4NY18091,"BARNETT, ANDRE N",H,NY,18,REP,CHALLENGER,POUGHKEEPSIE,NY,12601,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MI08127&tabIndex=1,H4MI08127,"BARNETT, BRYAN K",H,MI,8,REP,OPEN,ROCHESTER HILLS,MI,48307,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4KS00119&tabIndex=1,S4KS00119,"BARNHART, SCOTT J",S,KS,0,IND,CHALLENGER,OTTAWA,KS,66067,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4ID01099&tabIndex=1,H4ID01099,"BARONE, RYAN ANDREW",H,ID,1,DEM,CHALLENGER,HAYDEN,ID,83858,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4GA11053&tabIndex=1,H4GA11053,"BARR, BOB",H,GA,11,REP,OPEN,MARIETTA,GA,30006,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MI13226&tabIndex=1,H4MI13226,"BARR, CHRISTINA L.",H,MI,14,REP,OPEN,PONTIAC,MI,48340,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0KY06104&tabIndex=1,H0KY06104,"BARR, GARLAND ANDY",H,KY,6,REP,INCUMBENT,LEXINGTON,KY,405880588,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2LA03063&tabIndex=1,H2LA03063,"BARRILLEAUX, BRYAN",H,LA,3,REP,CHALLENGER,LAKE CHARLES,LA,70605,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4UT02239&tabIndex=1,H4UT02239,"BARRON, BILL",H,UT,2,IND,CHALLENGER,SALT LAKE CITY,UT,841052220,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4LA05098&tabIndex=1,H4LA05098,"BARRON, ELIOT S",H,LA,5,DEM,CHALLENGER,NEW ORLEANS,LA,70115,2014
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4GA12010&tabIndex=1,H4GA12010,"BARROW, JOHN J.",H,GA,12,DEM,INCUMBENT,AUGUSTA,GA,30903,2014
